glottocode;iso_code;wals_code;language;genus;family;longitude;latitude;area;continent;macroarea;macrocontinent.3;macrocontinent.4;circumpacific
esto1258;est;est;Estonian;Finnic;Uralic;26;59;Inner_Asia;NC_Asia;Eurasia;ow;eur;no
even1260;eve;evn;Even;Tungusic;Altaic;130;68;Inner_Asia;NC_Asia;Eurasia;ow;eur;no
even1259;evn;eve;Evenki;Tungusic;Altaic;125;56;Inner_Asia;NC_Asia;Eurasia;ow;eur;no
ewee1241;ewe;ewe;Ewe;Kwa;Niger-Congo;0,41667;6,33333;African_Savannah;Africa;Africa;ow;afr;no
eyak1241;eya;eya;Eyak;Eyak;Na-Dene;-145;60,5;Alaska-Oregon;W_N_America;North America;nw;nw;yes
fasu1242;faa;fas;Fasu;Fasu;Trans-New Guinea;143,33333;-6,58333;Interior_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
fiji1243;fij;fij;Fijian;Oceanic;Austronesian;178;-17,83333;Oceania;NG_&_Oceania;Papunesia;pac;pac;yes
finn1318;fin;fin;Finnish;Finnic;Uralic;25;62;Inner_Asia;NC_Asia;Eurasia;ow;eur;no
folo1238;ppo;pdp;Folopa/Podopa;Teberan;Teberan-Pawaian;144,5;-7;Interior_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
fore1270;for;for;Fore;Eastern Highlands;Trans-New Guinea;145,5;-6,75;Interior_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
occi1239;oci;pro;Franco-Provençal;Romance;Indo-European;6;44;Europe;W_&_SW_Eurasia;Eurasia;ow;eur;no
stan1290;fra;fre;French;Romance;Indo-European;2;48;Europe;W_&_SW_Eurasia;Eurasia;ow;eur;no
adam1253;fub;fua;Fula (Cameroonian);Northern Atlantic;Niger-Congo;13,5;9,16667;African_Savannah;Africa;Africa;ow;afr;no
nige1253;fuv;fni;Fula (Nigerian);Northern Atlantic;Niger-Congo;10,5;8,16667;African_Savannah;Africa;Africa;ow;afr;no
fuln1247;fun;ful;Fulniô;Yatê;Macro-Ge;-37,5;-8;NE_South_America;S_America;South America;nw;nw;yes
furr1244;fvr;fur;Fur;Fur;Nilo-Saharan;25;13,5;African_Savannah;Africa;Africa;ow;afr;no
futu1245;fut;fut;Futuna-Aniwa;Oceanic;Austronesian;170,21667;-19,53333;Oceania;NG_&_Oceania;Papunesia;pac;pac;yes
fyam1238;pym;fye;Fyem;Platoid;Niger-Congo;9,33333;9,58333;African_Savannah;Africa;Africa;ow;afr;no
gaga1251;gbu;gaa;Gaagudju;Gaagudju;Australian;132,8333333;-12,58333333;N_Australia;Australia;Australia;pac;pac;yes
scot1245;gla;gae;Gaelic (Scots);Celtic;Indo-European;-4;57;Europe;W_&_SW_Eurasia;Eurasia;ow;eur;no
alek1238;gah;gah;Gahuku;Eastern Highlands;Trans-New Guinea;145,41667;-6;Interior_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
damu1236;adi;gal;Galo;Tani;Sino-Tibetan;94,66667;28,16667;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
gamo1244;gmo;gam;Gamo;North Omotic;Afro-Asiatic;37,25;6,66667;Greater_Abyssinia;Africa;Africa;ow;afr;no
garo1247;grt;gar;Garo;Bodo-Garo;Sino-Tibetan;90,5;25,66667;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
gara1269;gbc;grr;Garrwa;Garrwan;Australian;137,16667;-17,08333;N_Australia;Australia;Australia;pac;pac;yes
gavi1246;gvo;gav;Gavião;Monde;Tupian;-62;-10,66667;NE_South_America;S_America;South America;nw;nw;yes
nort2775;gya;gbk;Gbaya Kara;Gbaya-Manza-Ngbaka;Niger-Congo;15;6;African_Savannah;Africa;Africa;ow;afr;no
gbay1287;gbp;gbb;Gbeya Bossangoa;Gbaya-Manza-Ngbaka;Niger-Congo;17,5;6,66667;African_Savannah;Africa;Africa;ow;afr;no
nucl1302;kat;geo;Georgian;Kartvelian;Kartvelian;44;42;Greater_Mesopotamia;W_&_SW_Eurasia;Eurasia;ow;eur;no
stan1295;deu;ger;German;Germanic;Indo-European;10;52;Europe;W_&_SW_Eurasia;Eurasia;ow;eur;no
ghul1238;ghl;nbh;Ghulfan;Nubian;Nilo-Saharan;31;12;N_Africa;Africa;Africa;ow;afr;no
gitx1241;git;git;Gitksan;Tsimshianic;Penutian;-127,75;55,33333;Alaska-Oregon;W_N_America;North America;nw;nw;yes
gogo1265;ggw;gog;Gogodala;Gogodala;Gogodala-Suki;142,83333;-8,08333;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
goon1238;gni;goo;Gooniyandi;Bunuban;Australian;126,33333;-18,33333;N_Australia;Australia;Australia;pac;pac;yes
apuc1241;apq;gan;Great Andamanese;Great Andamanese;Great Andamanese;92,66667;12;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
barc1235;grj;grb;Grebo;Kru;Niger-Congo;-8;5;African_Savannah;Africa;Africa;ow;afr;no
mode1248;ell;grk;Greek (Modern);Greek;Indo-European;22;39;Europe;W_&_SW_Eurasia;Eurasia;ow;eur;no
kala1399;kal;grw;Greenlandic (West);Eskimo;Eskimo-Aleut;-51;64;E_North_America;E_N_America;Eurasia;nw;nw;yes
guah1255;guh;ghb;Guahibo;Guahiban;Guahiban;-69;5;NE_South_America;S_America;South America;nw;nw;yes
guan1269;gvc;gno;Guanano;Tucanoan;Tucanoan;-69,5;0,83333;NE_South_America;S_America;South America;nw;nw;yes
para1311;gug;gua;Guaraní;Tupi-Guaraní;Tupian;-56;-26;SE_South_America;S_America;South America;nw;nw;yes
guat1253;gta;gto;Guató;Guató;Macro-Ge;-58;-17;NE_South_America;S_America;South America;nw;nw;yes
gude1246;gde;gud;Gude;Biu-Mandara;Afro-Asiatic;13,41667;10,41667;African_Savannah;Africa;Africa;ow;afr;no
kumb1268;kgs;gum;Gumbaynggir;Pama-Nyungan;Australian;152,5;-30,16667;S_Australia;Australia;Australia;pac;pac;yes
gumu1244;guk;gmz;Gumuz;Gumuz;Nilo-Saharan;35,83333;12,5;Greater_Abyssinia;Africa;Africa;ow;afr;no
puel1244;pue;gku;Gününa Küne;Puelche;Chon;-67;-41;SE_South_America;S_America;South America;nw;nw;yes
fare1241;gur;grn;Gurenne;Gur;Niger-Congo;-0,91667;10,83333;African_Savannah;Africa;Africa;ow;afr;no
guro1248;goa;gro;Guro;Eastern Mande;Niger-Congo;-6;7;African_Savannah;Africa;Africa;ow;afr;no
guru1261;ggn;gur;Gurung;Bodic;Sino-Tibetan;84,33333;28,33333;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
gbag1258;gbr;gwa;Gwari;Nupoid;Niger-Congo;7;9,5;African_Savannah;Africa;Africa;ow;afr;no
hadz1240;hts;had;Hadza;Hadza;Hadza;35,16667;-3,75;S_Africa;Africa;Africa;ow;afr;no
haid1248;hdn;hai;Haida;Haida;Haida;-132;53;Alaska-Oregon;W_N_America;North America;nw;nw;yes
halk1245;hur;hli;Halkomelem (Island);Central Salish;Salishan;-123;49,2;Alaska-Oregon;W_N_America;North America;nw;nw;yes
halk1245;hur;hlu;Halkomelem (Upriver);Central Salish;Salishan;-121,92;49,25;Alaska-Oregon;W_N_America;North America;nw;nw;yes
hamt1247;hmt;ham;Hamtai;Angan;Trans-New Guinea;146,25;-7,5;Interior_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
hara1271;har;hrr;Harari;Semitic;Afro-Asiatic;42,16667;9,25;Greater_Abyssinia;Africa;Africa;ow;pac;yes
hata1243;had;hat;Hatam;Hatam;West Papuan;134;-1;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
haus1257;hau;hau;Hausa;West Chadic;Afro-Asiatic;7;12;African_Savannah;Africa;Africa;ow;afr;no
hdii1240;xed;hdi;Hdi;Biu-Mandara;Afro-Asiatic;13,71667;11,86667;African_Savannah;Africa;Africa;ow;afr;no
hebr1245;heb;heb;Hebrew (Modern);Semitic;Afro-Asiatic;34,83333;31,5;Greater_Mesopotamia;W_&_SW_Eurasia;Eurasia;ow;afr;no
hind1269;hin;hin;Hindi;Indic;Indo-European;77;25;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
hixk1239;hix;hix;Hixkaryana;Cariban;Cariban;-59;-1;NE_South_America;S_America;South America;nw;nw;yes
huam1250;hnj;hmo;Hmong Njua;Hmong-Mien;Hmong-Mien;105;28;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
hopi1249;hop;hop;Hopi;Hopi;Uto-Aztecan;-110;36;Basin_and_Plains;E_N_America;North America;nw;nw;yes
yaga1260;ygr;hua;Hua;Eastern Highlands;Trans-New Guinea;145,33333;-6,33333;Interior_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
hava1248;yuf;hlp;Hualapai;Yuman;Hokan;-113,75;35,5;Basin_and_Plains;E_N_America;North America;nw;nw;yes
huas1256;hsf;htc;Huastec;Mayan;Mayan;-99,33333;22,08333;Mesoamerica;C_America;North America;nw;nw;yes
sanm1287;huv;hve;Huave (San Mateo del Mar);Huavean;Huavean;-95;16,21667;Mesoamerica;C_America;North America;nw;nw;yes
muru1274;huu;hum;Huitoto (Murui);Huitoto;Huitotoan;-73,5;-1;NE_South_America;S_America;South America;nw;nw;yes
huli1244;hui;--;Huli;Engan;Trans-New Guinea;142,96;-5,97;Interior_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
hung1274;hun;hun;Hungarian;Ugric;Uralic;20;47;Europe;W_&_SW_Eurasia;Eurasia;ow;eur;no
hunz1247;huz;hzb;Hunzib;Avar-Andic-Tsezic;Nakh-Daghestanian;46,25;42,16667;Greater_Mesopotamia;W_&_SW_Eurasia;Eurasia;ow;eur;no
hupd1244;jup;hpd;Hup;Nadahup;Nadahup;-69,25;0,16667;NE_South_America;S_America;South America;nw;nw;yes
iatm1242;ian;iat;Iatmul;Middle Sepik;Sepik;143,25;-4,25;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
iauu1242;tmu;iau;Iau;Lakes Plain;Lakes Plain;137,5;-3,16667;Interior_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
icel1247;isl;ice;Icelandic;Germanic;Indo-European;-17;65;Europe;W_&_SW_Eurasia;Eurasia;ow;eur;no
idom1241;idu;ido;Idoma;Idomoid;Niger-Congo;7,5;6,91667;African_Savannah;Africa;Africa;ow;afr;no
idun1242;viv;idn;Iduna;Oceanic;Austronesian;150,25;-9,33333;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
nucl1417;ibo;igb;Igbo;Igboid;Niger-Congo;7,33333;6;African_Savannah;Africa;Africa;ow;afr;no
iged1239;ige;ige;Igede;Idomoid;Niger-Congo;8,16667;7;African_Savannah;Africa;Africa;ow;afr;no
izon1238;ijc;ijo;Ijo (Kolokuma);Ijoid;Niger-Congo;5,66667;4,91667;African_Savannah;Africa;Africa;ow;afr;no
ikkk1242;ikx;ik;Ik;Kuliak;Nilo-Saharan;34,16667;3,75;S_Africa;Africa;Africa;ow;afr;no
arhu1242;arh;ika;Ika;Aruak;Chibchan;-73,75;10,66667;NE_South_America;S_America;South America;nw;nw;yes
imon1245;imn;imo;Imonda;Border;Border;141,16667;-3,33333;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
suab1238;szp;ina;Inanwatan;South Bird's Head;Marind;132,08333;-2,08333;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
indo1316;ind;ind;Indonesian;Malayo-Sumbawan;Austronesian;106;0;Southeast_Asia;S_&_SE_Asia;Papunesia;ow;eur;no
riau1236;;;Riau Indonesian;Malayo-Sumbawan;Austronesian;101,45;0,53333;Southeast_Asia;S_&_SE_Asia;Papunesia;ow;eur;no
gaam1241;tbi;igs;Ingessana;Eastern Jebel;Nilo-Saharan;34;11,5;African_Savannah;Africa;Africa;ow;afr;no
ingu1240;inh;ing;Ingush;Nakh;Nakh-Daghestanian;45,08333;43,16667;Greater_Mesopotamia;W_&_SW_Eurasia;Eurasia;ow;eur;no
iqui1243;iqu;iqu;Iquito;Zaparoan;Zaparoan;-74;-3,25;NE_South_America;S_America;South America;nw;nw;yes
iraq1241;irk;irq;Iraqw;Southern Cushitic;Afro-Asiatic;35,5;-4;S_Africa;Africa;Africa;ow;afr;no
iris1253;gle;iri;Irish;Celtic;Indo-European;-8;53;Europe;W_&_SW_Eurasia;Eurasia;ow;eur;no
kris1246;ksi;isa;I'saka;Krisa;Skou;141,28333;-2,83333;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
isir1237;srl;isi;Isirawa;Kwerba;Kwerba;138,5;-1,83333;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
ital1282;ita;ita;Italian;Romance;Indo-European;12;43;Europe;W_&_SW_Eurasia;Eurasia;ow;eur;no
itel1242;itl;ite;Itelmen;Southern Chukotko-Kamchatkan;Chukotko-Kamchatkan;157,5;57;N_Coast_Asia;NC_Asia;Eurasia;ow;eur;yes
iton1250;ito;ito;Itonama;Itonama;Itonama;-64,33333;-12,83333;NE_South_America;S_America;South America;nw;nw;yes
iwai1244;ibd;iwa;Iwaidja;Iwaidjan;Australian;132,66667;-11,5;N_Australia;Australia;Australia;pac;pac;yes
izie1238;izi;izi;Izi;Igboid;Niger-Congo;8;6,33333;African_Savannah;Africa;Africa;ow;afr;no
djeo1235;jbt;jbt;Jabutí;Jabutí;Jabutí;-62,25;-12,25;NE_South_America;S_America;South America;nw;nw;yes
jeha1242;jhi;jah;Jahai;Aslian;Austro-Asiatic;101,5;5,75;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
popt1235;jac;jak;Jakaltek;Mayan;Mayan;-91,66667;15,66667;Mesoamerica;C_America;North America;nw;nw;yes
jama1261;jaa;jmm;Jamamadi;Arauan;Arauan;-67;-7,5;NE_South_America;S_America;South America;nw;nw;yes
djam1255;djd;jam;Jaminjung;Jaminjungan;Australian;130,5;-15,08333;N_Australia;Australia;Australia;pac;pac;yes
jams1239;djm;jms;Jamsay;Dogon;Niger-Congo;-2,5;14,41667;African_Savannah;Africa;Africa;ow;afr;no
nucl1643;jpn;jpn;Japanese;Japanese;Japanese;140;37;N_Coast_Asia;NC_Asia;Eurasia;ow;eur;yes
jaqa1244;jqr;jaq;Jaqaru;Aymaran;Aymaran;-76;-13;Andean;S_America;South America;nw;nw;yes
jara1245;anq;jrw;Jarawa (in Andamans);South Andamanese;South Andamanese;92,58333;12;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
kara1500;kpj;jva;Javaé;Karajá;Macro-Ge;-50,33333;-10;NE_South_America;S_America;South America;nw;nw;yes
jebe1250;jeb;jeb;Jebero;Cahuapanan;Cahuapanan;-76,5;-5,41667;Andean;S_America;South America;nw;nw;yes
kach1280;kac;jng;Jingpho;Jingpho;Sino-Tibetan;97;25,41667;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
shua1257;jiv;jiv;Jivaro;Jivaroan;Jivaroan;-78;-2,5;Andean;S_America;South America;nw;nw;yes
jowu1238;jow;;Jowulu;Western Mande;Niger-Congo;-5,48;10,77;African_Savannah;Africa;Africa;ow;afr;no
juho1239;ktz;juh;Ju|'hoan;Northern Khoisan;Khoisan;21;-19;S_Africa;Africa;Africa;ow;afr;no
kaba1278;kbd;kab;Kabardian;Northwest Caucasian;Northwest Caucasian;43,5;43,5;Greater_Mesopotamia;W_&_SW_Eurasia;Eurasia;ow;eur;no
kaby1243;kab;kbl;Kabyle;Berber;Afro-Asiatic;5;36,5;N_Africa;Africa;Africa;ow;afr;no
kadi1248;kbc;kdw;Kadiwéu;Guaicuruan;Guaicuruan;-57;-20;SE_South_America;S_America;South America;nw;nw;yes
kagf1238;gel;;Kag-Fer-Jiir-Koor-Ror-Us-Zuksun;Kainji;Niger-Congo;4,84;11,53;African_Savannah;Africa;Africa;ow;afr;no
kago1247;kdm;kgm;Kagoma;Platoid;Niger-Congo;8,16667;9,25;African_Savannah;Africa;Africa;ow;afr;no
kain1272;kgp;kng;Kaingang;Ge-Kaingang;Macro-Ge;-52;-26;SE_South_America;S_America;South America;nw;nw;yes
kaki1249;tbd;kae;Kaki Ae;Tate;Eleman;145,83333;-8;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
kala1400;kyl;klp;Kalapuya;Kalapuyan;Kalapuyan;-123;44,5;Alaska-Oregon;W_N_America;North America;nw;nw;yes
limo1248;kmk;;Kalinga (Limos);Central Luzon;Austronesian;121,38;17,61;Oceania;S_&_SE_Asia;Papunesia;ow;eur;no
kalk1246;ktg;kgu;Kalkatungu;Pama-Nyungan;Australian;139,5;-21;S_Australia;Australia;Australia;pac;pac;yes
kalm1243;xal;kmk;Kalmyk;Mongolic;Altaic;83;44;Inner_Asia;NC_Asia;Eurasia;ow;eur;no
kama1351;xas;kms;Kamass;Samoyedic;Uralic;92;52;Inner_Asia;NC_Asia;Eurasia;ow;eur;no
kamb1299;xbr;kam;Kambera;Central Malayo-Polynesian;Austronesian;120,16667;-9,83333;Oceania;NG_&_Oceania;Papunesia;pac;pac;yes
kamo1255;kgq;kmr;Kamoro;Asmat-Kamoro;Trans-New Guinea;136;-4,33333;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
kamu1258;xmu;kmw;Kamu;Eastern Daly;Australian;130,83333;-13,58333;N_Australia;Australia;Australia;pac;pac;yes
kamu1260;xla;;Kamula;Awin-Pare;Awin-Pare;142,64;-7,29;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
khan1278;ogo;kan;Kana;Cross River;Niger-Congo;7,41667;4,75;African_Savannah;Africa;Africa;ow;afr;no
west2635;knj;kwe;Kanjobal (Western);Mayan;Mayan;-91,83333;15,83333;Mesoamerica;C_America;North America;nw;nw;yes
nucl1305;kan;knd;Kannada;Southern Dravidian;Dravidian;76;14;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
badi1247;khd;knb;Kanum (Bädi);Morehead and Upper Maro Rivers;Morehead and Upper Maro Rivers;140,75;-8,83333;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
ngka1235;kcd;knp;Kanum (Ngkâlmpw);Morehead and Upper Maro Rivers;Morehead and Upper Maro Rivers;140,92;-8,67;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
cent2050;knc;knr;Kanuri;Western Saharan;Nilo-Saharan;13;12;African_Savannah;Africa;Africa;ow;afr;no
pamp1243;pam;kpm;Kapampangan;Central Luzon;Austronesian;120,5;15,33333;Oceania;S_&_SE_Asia;Papunesia;ow;eur;no
kara1486;leu;kra;Kara (in Papua New Guinea);Oceanic;Austronesian;151,1166667;-2,833333333;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
sgaw1245;ksw;ksg;Karen (Sgaw);Karen;Sino-Tibetan;97;18;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
kari1311;ktn;kna;Karitiâna;Arikem;Tupian;-64;-9,5;NE_South_America;S_America;South America;nw;nw;yes
kark1258;yuj;kyr;Karkar-Yuri;Karkar-Yuri;Karkar-Yuri;141,08333;-3,75;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
karo1305;arr;kaa;Karó (Arára);Ramarama;Tupian;-62;-10,33333;NE_South_America;S_America;South America;nw;nw;yes
karo1304;kyh;krk;Karok;Karok;Karok;-123;41,66667;California;W_N_America;North America;nw;nw;yes
kase1253;xsm;ksm;Kasem;Gur;Niger-Congo;-1,25;11,25;African_Savannah;Africa;Africa;ow;afr;no
kash1277;kas;kas;Kashmiri;Indic;Indo-European;76;34;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
suoy1242;;ksn;Kasong;Pearic;Austro-Asiatic;102,11667;12,75;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;yes
yong1280;yon;kti;Kati (in West Papua, Indonesia);Ok;Trans-New Guinea;140,91667;-5,75;Interior_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
katl1237;kcr;ktl;Katla;Katla-Tima;Niger-Congo;29,33333;11,83333;African_Savannah;Africa;Africa;ow;afr;no
kaur1271;bpp;kaj;Kaure;Kaure;Kaure;140,08333;-3,41667;Interior_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
east2342;eky;kyl;Kayah Li (Eastern);Karen;Sino-Tibetan;97,5;19;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
kaya1319;gyd;kay;Kayardild;Tangkic;Australian;139,5;-17,05;N_Australia;Australia;Australia;pac;pac;yes
keii1239;kei;kei;Kei;Central Malayo-Polynesian;Austronesian;132,91667;-5,83333;Oceania;NG_&_Oceania;Papunesia;pac;pac;yes
kekc1242;kek;kek;K'ekchi;Mayan;Mayan;-89,83333;16;Mesoamerica;C_America;North America;nw;nw;yes
qima1242;ahg;kem;Kemant;Central Cushitic;Afro-Asiatic;37,41667;12,66667;Greater_Abyssinia;Africa;Africa;ow;afr;no
keoo1238;xxk;keo;Ke'o;Central Malayo-Polynesian;Austronesian;121,25;-8,83333;Oceania;NG_&_Oceania;Papunesia;pac;pac;yes
kera1255;ker;ker;Kera;East Chadic;Afro-Asiatic;15,08333;9,83333;African_Savannah;Africa;Africa;ow;afr;no
kett1243;ket;ket;Ket;Yeniseian;Yeniseian;87;64;Inner_Asia;NC_Asia;Eurasia;ow;eur;no
kewa1250;kew;kew;Kewa;Engan;Trans-New Guinea;143,83333;-6,5;Interior_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
halh1238;khk;kha;Khalkha;Mongolic;Altaic;105;47;Inner_Asia;NC_Asia;Eurasia;ow;eur;no
gama1251;kgj;kmh;Kham;Mahakiranti;Sino-Tibetan;82,75;28,5;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
kham1290;kht;;Khamti;Kam-Tai;Tai-Kadai;97,04;27,67;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
khan1273;kca;kty;Khanty (Eastern);Ugric;Uralic;65;65;Inner_Asia;NC_Asia;Eurasia;ow;eur;no
khas1269;kha;khs;Khasi;Khasian;Austro-Asiatic;92;25,5;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
cent1989;khm;khm;Khmer;Khmer;Austro-Asiatic;105;12,5;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
khmu1256;kjg;kmu;Khmu';Palaung-Khmuic;Austro-Asiatic;102;21;Southeast_Asia;S_&_SE_Asia;Eurasia;ow;eur;no
nama1264;naq;kho;Khoekhoe;Central Khoisan;Khoisan;18;-25,5;S_Africa;Africa;Africa;ow;afr;no
kili1267;kij;klv;Kilivila;Oceanic;Austronesian;151,08333;-8,5;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
kima1246;kig;kim;Kimaghama;Kolopom;Kolopom;138,5;-8;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
kiow1266;kio;kio;Kiowa;Kiowa-Tanoan;Kiowa-Tanoan;-99;37;Basin_and_Plains;E_N_America;North America;nw;nw;yes
kari1255;kzw;kri;Kipea;Kariri;Kariri;-37;-10;NE_South_America;S_America;South America;nw;nw;yes
gilb1244;gil;krb;Kiribati;Oceanic;Austronesian;173;1,33333;Oceania;NG_&_Oceania;Papunesia;pac;pac;yes
kiri1256;kiy;kkr;Kirikiri;Lakes Plain;Lakes Plain;137,16667;-3;Interior_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
kiss1245;kqs;kis;Kisi;Mel;Niger-Congo;-10,16667;8,83333;African_Savannah;Africa;Africa;ow;afr;no
nort2930;kiw;kiw;Kiwai;Kiwaian;Kiwaian;143,5;-8;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
klam1254;kla;klm;Klamath;Klamath-Modoc;Penutian;-121,5;42,5;Basin_and_Plains;W_N_America;North America;nw;nw;yes
klao1243;klu;kla;Klao;Kru;Niger-Congo;-8,75;4,75;African_Savannah;Africa;Africa;ow;afr;no
koas1236;cku;koa;Koasati;Muskogean;Muskogean;-85,16667;34,83333;E_North_America;E_N_America;North America;nw;nw;yes
kobo1249;kpw;kob;Kobon;Madang;Trans-New Guinea;144,33333;-5,16667;Interior_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
gras1249;kbk;koi;Koiari;Koiarian;Trans-New Guinea;147,33333;-9,5;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
kola1242;kfb;kol;Kolami;Central Dravidian;Dravidian;78,5;20;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
wers1238;kvw;kln;Kolana;Kolana-Tanglapui;Timor-Alor-Pantar;125,11667;-8,25;Oceania;NG_&_Oceania;Papunesia;pac;pac;yes
ndei1235;tyn;kmb;Kombai;Awju-Dumut;Trans-New Guinea;140;-5,58333;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
komb1272;xbi;xbi;Kombio;Kombio-Arapesh;Torricelli;142,75;-3,5;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
komi1268;kpv;kzy;Komi-Zyrian;Permic;Uralic;55;65;Inner_Asia;NC_Asia;Eurasia;ow;eur;no
komo1258;xom;kom;Komo;Koman;Nilo-Saharan;33,75;8,75;Greater_Abyssinia;Africa;Africa;ow;afr;no
koon1244;kng;kon;Kongo;Bantoid;Niger-Congo;15;-5;S_Africa;Africa;Africa;ow;afr;no
kore1280;kor;kor;Korean;Korean;Korean;128;37,5;N_Coast_Asia;NC_Asia;Eurasia;ow;eur;yes
kore1283;coe;kje;Koreguaje;Tucanoan;Tucanoan;-75,5;1;NE_South_America;S_America;South America;nw;nw;yes
kork1243;kfq;kku;Korku;Munda;Austro-Asiatic;78,5;22,5;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
koro1298;kfz;kfe;Koromfe;Gur;Niger-Congo;-0,91667;14,25;African_Savannah;Africa;Africa;ow;afr;no
kota1263;kfe;kot;Kota;Southern Dravidian;Dravidian;77,16667;11,5;Indic;S_&_SE_Asia;Eurasia;ow;eur;no
koyr1240;khq;kch;Koyra Chiini;Songhay;Nilo-Saharan;-3;17;African_Savannah;Africa;Africa;ow;afr;no
koyr1242;ses;kse;Koyraboro Senni;Songhay;Nilo-Saharan;0;16;African_Savannah;Africa;Africa;ow;afr;no
libe1247;xpe;kpe;Kpelle;Western Mande;Niger-Congo;-10;7;African_Savannah;Africa;Africa;ow;afr;no
ikpo1238;kpo;kpo;Kposo;Kwa;Niger-Congo;0,83333;7,5;African_Savannah;Africa;Africa;ow;afr;no
gbay1288;krs;kre;Kresh;Kresh;Nilo-Saharan;24,5;8,5;African_Savannah;Africa;Africa;ow;afr;no
kron1241;kgo;kro;Krongo;Kadugli;Kadugli;30;10,5;African_Savannah;Africa;Africa;ow;afr;no
kuma1280;kue;kmn;Kuman;Chimbu;Trans-New Guinea;145;-5,91667;Interior_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
bord1248;kvn;kun;Kuna;Kuna;Chibchan;-77,33333;8;Andean;S_America;South America;nw;nw;yes
kuna1268;kun;knm;Kunama;Kunama;Nilo-Saharan;37;14,5;Greater_Abyssinia;Africa;Africa;ow;afr;no
kuni1267;kup;kmp;Kunimaipa;Goilalan;Trans-New Guinea;146,83333;-8;S_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
kuot1243;kto;kuo;Kuot;Kuot;Kuot;151,5;-3,05;N_Coast_New_Guinea;NG_&_Oceania;Papunesia;pac;pac;yes
nort2641;kmr;krd;Kurdish (Central);Iranian;Indo-European;44;36;Greater_Mesopotamia;W_&_SW_Eurasia;Eurasia;ow;eur;no
