language;glottocode;WordOrder.binned5;WordOrder.SO;WordOrder.binned7;WordOrder.S_first;MorphMarking;HeadMarking;DependentMarking;Sources
Nasioi;naas1242;V3;yes;SOV;yes;yes;yes;yes;Hurd and Hurd 1966, Nichols 1992
Natchez;natc1249;V3;yes;SOV;yes;yes;yes;no;Brinton 1873: 492, 493
Navajo;nava1243;V3;yes;SOV;yes;yes;yes;no;Comrie 2005, Faltz 1998
Naxi;naxi1245;V3;yes;SOV;yes;yes;;yes;LaPolla 1994: 64-65, Dryer 2008
Ndebele (in South Africa);sout2808;SVO;yes;SVO;yes;yes;yes;no;Bower and Lotridge 2002: 21
Ndjébbana;djee1236;nd;no;no dom.;no;yes;yes;;Dixon 2002, McKay 1995
Ndogo;ndog1248;SVO;yes;SVO;yes;no;no;no;Santandrea 1961: 47, 20
Nend;nend1239;V3;yes;SOV;yes;yes;yes;yes;Harris 1990: 92-93, passim
Nenets;nene1249;V3;yes;SOV;yes;yes;yes;yes;Havas 2008, Comrie 2005
Nepali;nepa1254;V3;yes;SOV;yes;yes;yes;yes;Li 2007, Bickel (to appear)
Newari (Kathmandu);newa1246;V3;yes;SOV;yes;yes;no;yes;Hargreaves 2003
Nez Perce;nezp1238;nd;no;no dom.;no;yes;;yes;Rude 1985: 82-96, Comrie 2005
Ngaanyatjarra/Western Desert (Ooldea);ngaa1240;V3;no;no dom.;no;yes;;yes;Nichols 1992
Ngäbere;ngab1239;V3;yes;SOV;yes;yes;no;yes;Alphonse 1956: 3, 7, 25-30
Ngad'a;ngad1261;SVO;yes;SVO;yes;yes;;yes;Arndt 1933: 9
Ngalakan;ngal1293;nd;no;no dom.;no;yes;yes;yes;Merlan 1983: 40-43, Dixon 2002: 165, 439
Ngandi;ngan1295;nd;no;no dom.;no;yes;yes;yes;Dixon 2002: 419, Heath 1985: 93-94
Ngangam;ngan1299;SVO;yes;SVO;yes;no;no;no;Higdon 2001: 11
Ngan'gityemerri;nang1259;nd;no;no dom.;no;yes;yes;;Dixon 2002, Reid 1997
Ngarla;ngar1286;nd;no;no dom.;no;yes;no;yes;Westerlund 2007: 29-30, 54-61
Ngbaka (Minagende);ngba1285;SVO;yes;SVO;yes;no;no;no;Thomas 1963: 77, 89, 219, 222
Ngiti;ngit1239;nd;no;no dom.;no;yes;yes;no;Kutsch Lojenga 1994
Nhanda;nhan1238;nd;no;no dom.;no;yes;;yes;Blevins 2001
Nhengatu;nhen1239;SVO;yes;SVO;yes;yes;yes;;Mosonyi et al 2000e: 464
Nias;nias1242;V1;no;VOS;no;yes;yes;yes;Brown 2001: 7, 11
Nicobarese (Car);carn1240;V1;no;VOS;no;yes;yes;no;Braine 1970
Nii;niii1240;V3;yes;SOV;yes;yes;yes;;Stucky & Stucky 1976: 86
Nimboran;nucl1633;V3;yes;SOV;yes;yes;yes;no;Anceaux 1965: 56-57, 102-107, May 1997: 41, 44, 60, 77-78
Nivkh;gily1242;V3;yes;SOV;yes;yes;yes;yes;Gruzdeva 1998
Nkore-Kiga;chig1238;SVO;yes;SVO;yes;yes;yes;no;Taylor 1985: 91
Nobiin;nobi1240;V3;yes;SOV;yes;yes;;yes;König 2008a: 90
Nomad;samo1303;V3;yes;SOV;yes;yes;yes;yes;Shaw 1973
Nomatsiguenga;noma1263;V1;yes;VSO;no;yes;yes;;Shaver 1996: 26, 29
Northern Gyalrong;jiar1240;V3;no;no dom.;no;yes;;yes;Sun 2003a: 493
Norwegian;norw1259;SVO;yes;SVO;yes;no;no;no;Øvrelid 2004: 1
Nubian (Dongolese);kenu1236;V3;yes;SOV;yes;yes;yes;yes;Armbruster 1960
Nung (in Vietnam);nung1283;SVO;yes;SVO;yes;no;no;no;Saul 1980: 20
Nunggubuyu;nung1290;nd;no;no dom.;no;yes;yes;no;Heath 1984: 347-
Nupe;nupe1254;SVO;yes;SVO;yes;no;no;no;Banfield & MacIntyre 1915
Nuuchahnulth;noot1239;V1;no;no dom.;no;yes;yes;no;Nakayama 2001, Davidson 2002
Nyigina;nyig1240;nd;no;no dom.;no;yes;;yes;Nichols 1992
Nyimang;amas1236;V3;yes;SOV;yes;yes;yes;yes;König 2008a: 90, Tucker and Bryan 1966: 247-250
Obolo;obol1243;SVO;yes;SVO;yes;yes;yes;no;Faraclas 1984: 1, 12
Ocuilteco;atzi1235;SVO;yes;SVO;yes;yes;yes;;Muntzel 1986: 136
Ogbronuagum;ogbr1243;SVO;yes;SVO;yes;yes;yes;no;Kari 2000: 45, 46
Oksapmin;oksa1245;V3;yes;SOV;yes;yes;yes;;Lawrence 1972: 20, 21, 23, 45, Loughnane 2009
Olo;oloo1241;SVO;yes;SVO;yes;yes;yes;;MacGregor and MacGregor 1982: 26, 33-37, 39-40, Staley 2007
Olutec;olut1240;SVO;yes;SVO;yes;yes;yes;;Zavala 2000: 17-21
One;molm1235;SVO;yes;SVO;yes;yes;yes;no;Donohue 2000
Oneida;onei1249;nd;no;no dom.;no;yes;yes;;Abbott 2000: 20-31
Onge;onge1236;V3;yes;SOV;yes;yes;no;yes;Abbi 2006: 79, 88
O'odham;toho1245;nd;no;no dom.;no;yes;yes;no;Saxton 1982: 109, 127
Orig;tega1236;V3;yes;SOV;yes;yes;yes;no;Schadeberg and Elias 1979: 49-52, 55, 59
Oroha;oroh1237;SVO;yes;SVO;yes;yes;yes;;Ivens 1927: 594, 604
Orok;orok1265;V3;no;no dom.;no;yes;yes;yes;Comrie 1981: 89, Piłsudski 1987: 29
Oromo (Harar);east2652;V3;yes;SOV;yes;yes;yes;yes;Owens 1985: 98-102, Comrie 2005
Orya;orya1242;V3;yes;SOV;yes;yes;yes;yes;Fields 1997: 238-246
Osage;osag1243;V3;yes;SOV;yes;yes;yes;yes;Quintero 2005
Ossetic;osse1243;V3;yes;SOV;yes;yes;;yes;Comrie 1981: 171-172, Abaev 1964: 17-18
Otomí (Mezquital);mezq1235;V1;no;VOS;no;yes;yes;no;Hess 1968: 78
Paamese;paam1238;SVO;yes;SVO;yes;yes;yes;no;Comrie 2005, Crowley 1982: 129-132
Pacoh;paco1243;SVO;yes;SVO;yes;no;no;no;Alves 2000: 141, 313-315
Páez;paez1247;V3;yes;SOV;yes;yes;yes;yes;Slocum 1986: 10, 57, 60, 121, Rojas Curieux 1991: 26-27
Paipai;paip1241;;;;;yes;;yes;Joël 1976: 142-148
Paita;dumb1241;SVO;yes;SVO;yes;yes;yes;no;Paita and Shintani 1990: 58-60, 67
Paiute (Northern);nort2954;V3;yes;SOV;yes;yes;;yes;Thornes 2003: 267-268, Snapp and Anderson 1982: 10
Paiwan;paiw1248;V1;no;no dom.;no;yes;yes;yes;Li 2006a, Huang and Sung 2006, Tang 2006
Palauan;pala1344;SVO;yes;SVO;yes;yes;yes;yes;Woolford 1995, Georgopoulos 1991: 24-29, Smith 2006
Palikur;pali1279;SVO;yes;SVO;yes;no;no;no;Launey 2001-2
Panjabi;panj1256;V3;yes;SOV;yes;yes;yes;yes;Masica 1991: 263-264, Bhatia 1993: 172
Parecis;pare1272;nd;no;no dom.;no;yes;yes;;Derbyshire 1986a: 484-486, Rowan and Burgess 1979: 17-18, 31-35
Päri;pari1256;OVS;no;OVS;no;yes;yes;yes;Andersen 1988 (quoted in McGregor 2009), McGregor 2009
Passamaquoddy-Maliseet;male1292;nd;no;no dom.;no;yes;yes;;Sherwood 1983: 83-
Patep;pate1247;SVO;yes;SVO;yes;no;no;no;Lauck 1976
Paumarí;paum1247;nd;no;no dom.;no;yes;yes;yes;Dixon 1999, Chapman 1981, Comrie 2005
Pawaian;pawa1255;V3;yes;SOV;yes;yes;yes;no;Trefry 1969: 51-
Pech;pech1241;V3;yes;SOV;yes;yes;yes;yes;Humnick 1991: 48-50, Holt 1999a
Pele-Ata/Ata;pele1245;SVO;yes;SVO;yes;yes;yes;;Donohue 2005b: 529, Hashimoto 2008: 8, 26
Persian;west2369;V3;yes;SOV;yes;yes;yes;yes;Lazard 1992: 183, Comrie 2005
Phake;phak1238;SVO;yes;SVO;yes;yes;;yes;Morey 2006: 334-335
Piaroa;piar1243;V3;no;no dom.;no;yes;yes;;Krute 1989: 96-, 209, 320
Pileni;pile1238;SVO;yes;SVO;yes;yes;yes;yes;Næss 2000: 16, Ray 1920
Pima Bajo;pima1248;V3;yes;SOV;yes;yes;no;yes;Fernández 1996: 7, 9, 19, Fernández 1991
Pipil;pipi1250;nd;no;no dom.;no;yes;yes;no;Campbell 1985b: 55, 102-103
Pirahã;pira1253;V3;yes;SOV;yes;yes;yes;no;Everett 1986: 202
Piro;yine1238;V3;yes;SOV;yes;yes;yes;no;Hanson 2010: 8, 253, 259-261
Pitjantjatjara;pitj1243;V3;yes;SOV;yes;yes;;yes;Bowe 1990: 9-10, Comrie 2005
Pitta Pitta;pitt1247;nd;no;no dom.;no;yes;;yes;Blake 1979
Pnar;pnar1238;V1;yes;VSO;no;yes;;yes;Ring 2015: 23, 125-130, 209-210
Polish;poli1260;SVO;yes;SVO;yes;yes;;yes;Bielec 1998: 103, Swan 2003
Pomo (Eastern);east2545;V3;yes;SOV;yes;yes;;yes;McLendon 1975: 178, 179, 156-157, Nichols 1992
Pomo (Northern);nort2966;V3;no;no dom.;no;yes;;yes;O'Connor 1987: 11, 155-156
Pomo (Southeastern);sout2982;V3;yes;SOV;yes;yes;no;yes;Moshinsky 1974: 94, 118, Comrie 2005
Puinave;puin1248;nd;no;no dom.;no;yes;yes;yes;Girón 2008: 196, 343
Pungupungu;wadj1254;V3;yes;SOV;yes;yes;yes;;Dixon 2002, Tryon 1980: 279-281
Puquina;puqu1242;V3;no;no dom.;no;yes;yes;yes;Adelaar 2004: 350-362, Torero 2002
Purépecha;pure1242;SVO;yes;SVO;yes;yes;yes;yes;Foster 1965: 107-108, Nichols 1992
Puyuma;puyu1239;V1;no;no dom.;no;yes;;yes;Cauquelin 1991: 42-45, Ross and Teng 2005
Qawasqar;qawa1238;V3;no;no dom.;no;yes;yes;no;Aquilera Faúndez and Tonko Paterito 2002
Qiang;qian1264;V3;yes;SOV;yes;yes;yes;yes;LaPolla 2003a
Quechua (Huallaga);huam1248;V3;yes;SOV;yes;yes;;yes;Weber 1983: 162-167, Bossong 1989, Nichols 1992
Quechua (Imbabura);imba1240;V3;yes;SOV;yes;yes;yes;yes;Cole 1985, Comrie 2005
Quileute;quil1240;V1;yes;VSO;yes;yes;;yes;Andrade 1933: 246-251, Nichols 1992
Rajbanshi;rajb1243;V3;yes;SOV;yes;yes;yes;yes;Wilde 2008: 110
Rama;rama1270;V3;yes;SOV;yes;yes;yes;yes;Grinevald 1990: 34, 82, 103-, 116, 117, 102, 143, 151
Rao;raoo1244;V3;yes;SOV;yes;yes;yes;no;Stanhope 1980: 11
Rapanui;rapa1244;V1;yes;VSO;yes;yes;;yes;Du Feu 1996: 113-
Rawa;rawa1267;V3;yes;SOV;yes;yes;yes;yes;Claassen and McElchanon 1970: 69-71, Toland and Toland 1991: 18, 21, 24, 28, 62
Rembarnga;remb1249;V3;yes;SOV;yes;yes;yes;;Dixon 2002: 204-205
Resígaro;resi1247;V3;yes;SOV;yes;no;no;no;Allin 1976: 99-100, 131, 209-210, 220, 222, 235, 290-291
Rikbaktsa;rikb1245;V3;yes;SOV;yes;yes;yes;;Boswood 1974a: 1, 4, Boswood 1974b
Rotokas;roto1249;V3;yes;SOV;yes;yes;yes;no;Firchow 1987
Rukai (Tanan);ruka1240;V1;no;VOS;no;yes;;yes;Chen 2005, Chen 2008: 38-66
Rumu;rumu1243;V3;yes;SOV;yes;yes;no;yes;Petterson 1999: 16
Russian;russ1263;SVO;yes;SVO;yes;yes;yes;yes;Timberlake 2004, Comrie 2005
Saami (Central-South);sout2674;;;;;yes;;yes;Havas 2008: 4-6
Saami (Skolt);skol1241;V3;yes;SOV;yes;yes;yes;yes;Feist 2011: 119-120, 230-233
Sabanê;saba1268;V3;yes;SOV;yes;yes;no;yes;de Araujo 2004: 92, 128-, 182
Sahaptin (Northern);nort1527;V1;yes;VSO;yes;yes;;yes;Nichols 1992
Sahu;sahu1245;SVO;yes;SVO;yes;yes;yes;no;Visser and Voorhoeve 1987: 27-29, 55
Sáliba (in Colombia);sali1298;V3;no;no dom.;no;yes;yes;yes;Suarez 1977: 20, 27, Estrada Ramírez 1996: 46
Salinan;sali1253;SVO;yes;SVO;yes;yes;yes;no;Mithun 2001: 482-484, Mason 1918: 46-47, 60
Sandawe;sand1273;V3;yes;SOV;yes;yes;yes;yes;Eaton 2003
Sango;sang1328;SVO;yes;SVO;yes;yes;yes;no;Thornell 1997: 73
Santali;sant1410;V3;yes;SOV;yes;yes;yes;no;Ghosh 2008: 11-12, 34
Sanuma;sanu1240;V3;yes;SOV;yes;yes;yes;yes;Aikhenvald and Dixon 1999: 347
Sapuan;sapu1248;SVO;yes;SVO;yes;no;no;no;Jacq and Sidwell 1999: 26
Sardinian;camp1261;SVO;yes;SVO;yes;yes;;yes;Mardale 2008
Savosavo;savo1255;V3;yes;SOV;yes;yes;yes;yes;Dunn et al. 2002: 54-55, Todd 1975
Saweru;sawe1240;V3;yes;SOV;yes;yes;yes;yes;Donohue 2001, Donohue 2005b: 534
Seediq;taro1264;V1;no;VOS;no;yes;yes;yes;Huang 2002, Tang 2005, Tsukida 2005
Seim/Mende (Papua New Guinea);mend1268;V3;yes;SOV;yes;yes;yes;yes;Hoel, Ikäheimonen and Nozawa 1994-2003
Seimat;seim1238;SVO;yes;SVO;yes;no;no;no;Wozna and Wilson 2005
Selknam;onaa1245;OVS;no;OVS;no;yes;yes;no;Adelaar 2004: 563-564
Selkup;selk1253;V3;yes;SOV;yes;yes;yes;yes;Havas  2008, Comrie 1981: 139, Koptjevskaja-Tamm 1993: 110-111
Semelai;seme1247;nd;no;no dom.;no;yes;yes;yes;Kruspe 1999, Comrie 2005
Sénoufo (Sìcìté);sici1249;V3;yes;SOV;yes;no;no;no;Garber 1987
Sentani;nucl1632;V3;yes;SOV;yes;yes;yes;yes;Cowan 1965: 59-60, Nichols 1992
Seri;seri1257;V3;yes;SOV;yes;yes;yes;no;Marlett 1981: 31, 39-40, 89-90, 136
Shabo;shab1252;V3;yes;SOV;yes;yes;yes;yes;Teferra 1991: 382-382
Shasta;shas1239;nd;no;no dom.;no;yes;yes;no;Silver 1966: 100-103, 125-131, 181
Shatt;shat1244;SVO;yes;SVO;yes;yes;yes;no;Tucker and Bryan 1966: 236, 240
Shipibo-Konibo;ship1254;V3;yes;SOV;yes;yes;yes;yes;Comrie 2005
Shuswap;shus1248;V1;no;no dom.;no;yes;yes;;Gardiner and Saunders 1991
Siar;siar1238;SVO;yes;SVO;yes;yes;yes;no;Rowe 2005
Sichuan Yi;sich1238;V3;no;no dom.;no;yes;;yes;Gerner 2004
Sila;dars1235;V3;yes;SOV;yes;yes;yes;no;Tucker and Bryan 1966: 236, 240
Sipacapense;sipa1247;V1;yes;VSO;yes;yes;yes;;Barrett 1999: 73-81, 217
Siroi;siro1249;V3;yes;SOV;yes;yes;yes;no;Wells 1979: 27-29, 67-68
Situ;situ1238;V3;no;no dom.;no;yes;yes;yes;Nagano 2003: 488, Anderson 1992: 100
Siuslaw;sius1254;nd;no;no dom.;no;yes;;yes;Frachtenberg 1914, Nichols 1992
Skou;nucl1634;V3;yes;SOV;yes;yes;yes;yes;Donohue 2005a
Slave;slav1253;V3;yes;SOV;yes;yes;yes;no;Rice 1989
So;sooo1256;V1;yes;VSO;yes;no;no;no;Carlin 1993
Sô;sooo1254;SVO;yes;SVO;yes;no;no;no;Migliazza 2003
Somali;soma1255;V3;yes;SOV;yes;yes;yes;yes;Saeed 1999
Soninke;soni1259;V3;yes;SOV;yes;yes;no;yes;Heath 2007
Sougb;mani1235;SVO;yes;SVO;yes;yes;yes;no;Reesink 2002a: 203
Spanish;stan1288;SVO;yes;SVO;yes;yes;yes;yes;von Heusinger 2008, Leonetti 2004, Comrie 2005
Squamish;squa1248;V1;yes;VSO;yes;yes;yes;no;Kuipers 1967: 85-90, 169-174
Sre;koho1244;SVO;yes;SVO;yes;no;no;no;Manley 1972: 60-63, 64-65
Stieng;stie1250;SVO;yes;SVO;yes;no;no;no;Miller 1976: 10-11, 30
Suena;suen1241;V3;yes;SOV;yes;yes;yes;yes;Wilson 1974: 25-29, 78, Comrie 2005
Suki;suki1245;V3;yes;SOV;yes;yes;yes;yes;Voorhoeve 1975: 351-352
Sulka;sulk1246;SVO;yes;SVO;yes;yes;yes;no;Tharp 1996: 91, 136
Sundanese;sund1252;SVO;yes;SVO;yes;yes;yes;no;Müller-Gotama 2001: 22, Hanafi 2001
Supyire;supy1237;V3;yes;SOV;yes;no;no;no;Carlson 1994
Susu;susu1250;V3;yes;SOV;yes;no;no;no;Toure 1994: 248-250
Swahili;swah1253;SVO;yes;SVO;yes;yes;yes;no;Thompson and Schleicher 2001: 147, 245-247
Swedish;swed1254;SVO;yes;SVO;yes;no;no;no;Personal knowledge
Taba;east2440;SVO;yes;SVO;yes;yes;yes;no;Comrie 2005
Tabla;tabl1243;V3;yes;SOV;yes;yes;yes;yes;Collier and Gregerson 1985: 155, 160-162, 165-166
Tadaksahak;tada1238;SVO;yes;SVO;yes;yes;yes;;Christiansen-Bolli 2010
Tagabawa;taga1272;V1;yes;VSO;yes;yes;yes;yes;DuBois and DuBois 2005: 185, 196-198
Tagalog;taga1270;V1;no;no dom.;no;yes;yes;yes;Kroeger 1991, Saclot 2006, Bickel and Nichols 2009
Taiap;taia1239;V3;yes;SOV;yes;yes;yes;yes;Kulik and Stroud 1992: 206-207, 222 
Takelma;take1257;V3;yes;SOV;yes;yes;yes;no;Sapir 1990 [1909]: 183-185
Tama;tama1331;V3;yes;SOV;yes;yes;;yes;Tucker and Bryan 1966: 211
Tanacross;tana1290;V3;no;no dom.;no;yes;yes;;Holton 2000: 204, 245, 248, 278
Tapiete;tapi1253;V3;yes;SOV;yes;yes;yes;no;González 2005: 134
Tarahumara (Central);cent2131;V3;yes;SOV;yes;yes;yes;yes;Cohen 1998: 142-150, 183-185
Tarahumara (Western);lowl1265;V3;yes;SOV;yes;yes;yes;no;Burgess 1984: 10, 12, 53, 100, 101
Tariana;tari1256;V3;yes;SOV;yes;yes;yes;yes;Aikhenvald 2003: 139- 147
Tatar;tata1255;V3;yes;SOV;yes;yes;;yes;Comrie 1981: 79, Poppe 1968: 35-36, 122
Taulil;taul1251;SVO;yes;SVO;yes;yes;yes;;Terrill 2002: 70, Laufer 1950: 637
Taushiro;taus1253;V1;yes;VSO;yes;yes;yes;;Alicea 1975: 16, 17, 94-99
Tauya;tauy1241;V3;yes;SOV;yes;yes;yes;yes;MacDonald 1990: 4
Tawala;tawa1275;V3;yes;SOV;yes;yes;yes;;Ezard 1984: 59, 65-57
Tboli;tbol1240;V1;yes;VSO;yes;yes;yes;yes;Forsberg 1992: 65-71, 83
Tehit;tehi1237;SVO;yes;SVO;yes;yes;yes;;Hesse 2000, Reesink 2002b: 4
Telefol;tele1256;V3;yes;SOV;yes;yes;yes;no;Healey 1965: 10-13, 19
Telugu;telu1262;V3;yes;SOV;yes;yes;yes;yes;Krishnamurti 2003: 427
Temein;nucl1339;SVO;yes;SVO;yes;yes;yes;no;Tucker and Bryan 1966: 260
Temiar;temi1246;SVO;yes;SVO;yes;yes;;yes;Benjamin 1976: 36, Nichols 1992
Tepehua (Tlachichilco);tlac1235;nd;no;no dom.;no;yes;yes;no;Watters 1988, Watters 1985: 21
Tepehuan (Southeastern);sout2976;V1;no;no dom.;no;yes;yes;;Willet 1991: 189-199
Teribe;teri1250;V3;yes;SOV;yes;no;no;no;Quesada 2000b: passim
Ternate;tern1247;SVO;yes;SVO;yes;yes;yes;no;Hayami-Allen 2001: 16, 156-157
Tetun;tetu1245;SVO;yes;SVO;yes;yes;yes;no;van Klinken 1999: 170, 172-175, 177-178
Thai;thai1261;SVO;yes;SVO;yes;no;no;no;Iwasaki and Ingkaphirom 2005
Thulung;thul1246;V3;yes;SOV;yes;yes;;yes;Lahaussois 2003
Ticuna;ticu1245;nd;no;no dom.;no;yes;yes;;Anderson 1962: 33, 362-364
Tigré;tigr1270;V3;yes;SOV;yes;yes;yes;yes;Elias 2005, Raz 1983, Tucker and Bryan 1966: 601, 609
Tigrinya;tigr1271;V3;yes;SOV;yes;yes;yes;yes;König 2008a: 90, Kogan 1997: 432-433, Tucker and Bryan 1966: 601, 609
Tímbira (Apanjekra);apan1243;V3;yes;SOV;yes;yes;;yes;Rodrigues 1999
Timucua;timu1245;V3;yes;SOV;yes;yes;yes;;Granberry 1993: 83-85
Tinrin;tiri1258;nd;no;no dom.;no;yes;yes;;Osumi 1995: 79, Siewierska 2005
Tiriyo;trio1238;OVS;no;OVS;no;yes;yes;;Meira 1999: 132-141, 279-318, 582
Tiwa (Northern);nort1550;nd;no;no dom.;no;yes;yes;no;Nichols 2001: 521
Tiwi;tiwi1244;SVO;yes;SVO;yes;yes;yes;no;Osborne 1974: 38-41
Tlapanec;acat1239;V1;yes;VSO;yes;yes;yes;;Suárez 1983
Tlingit;tlin1245;V3;yes;SOV;yes;yes;yes;no;Naish 1979
Toba;toba1269;nd;no;no dom.;no;yes;yes;;Klein 2001: 40, 22, 30, 37
Tobati;toba1266;V3;no;OSV;no;yes;yes;yes;Donohue 2002: 186, 191
Tobelo;tobe1252;V3;yes;SOV;yes;yes;yes;;Holton 2006
Tokelauan;toke1240;V1;no;no dom.;no;yes;;yes;Hooper 1996: 6
Tol;toll1241;V3;yes;SOV;yes;yes;yes;yes;Holt 1999b: 18-25, 36
Tolai;kuan1248;SVO;yes;SVO;yes;yes;yes;;Franklin, Kerr, and Beaumont 1974: 23, 125, 127
Tommo So;tomm1242;V3;yes;SOV;yes;yes;;yes;McPherson 2013, Culy 1995: 47-54
Tongan;tong1325;V1;no;no dom.;no;yes;;yes;Otsuka 2000: 50
Tonkawa;tonk1249;V3;no;no dom.;no;yes;;yes;Hoijer 1933: 113-114, Nichols 1992
Toqabaqita;toab1237;SVO;yes;SVO;yes;yes;yes;;Lichtenberk 2008: 43-44
Totonac (Misantla);yecu1235;nd;no;no dom.;no;yes;yes;;Suárez 1983: 98-101, MacCay and Trechsel 2008
Trumai;trum1247;nd;no;no dom.;no;yes;no;yes;Guirardello 1999, Comrie 2005
Tsafiki;colo1256;V3;yes;SOV;yes;yes;;yes;Dickinson 2002: 228
Tsimshian (Coast);nucl1649;V1;yes;VSO;yes;yes;yes;yes;Dunn 1979: 60, Comrie 2005
Tsou;tsou1248;V1;no;no dom.;no;yes;yes;yes;Zeitoun 2005: 266, Huang and Huang 2003
Tubu;tebu1238;V3;yes;SOV;yes;yes;;yes;König 2008a
Tucano;tuca1252;V3;no;no dom.;no;yes;;yes;Ramirez 1997
Tujia (Northern);nort2732;V3;yes;SOV;yes;no;no;no;Brasset, Brasset and Lu 2006: 50, 75-76, 160-163
Tukang Besi;tuka1247;V1;no;VOS;no;yes;yes;yes;Donohue 1999a: 51-53
Tunen;tune1241;V3;yes;SOV;yes;yes;yes;;Mous 1997
Tungak;tung1290;SVO;yes;SVO;yes;yes;yes;yes;Fast 1990: 20
Tunica;tuni1252;V3;yes;SOV;yes;yes;yes;no;Haas 1940: 36-37, 46-47, 94, 95, 98, 99, 105
Turkana;turk1308;V1;yes;VSO;yes;yes;yes;yes;Dimmendaal 1983: 18-21
Turkish;nucl1301;V3;yes;SOV;yes;yes;yes;yes;von Heusinger and Kornfilt 2005, Kornfilt 2009, Bolgun 2005
Tuvan;tuvi1240;V3;yes;SOV;yes;yes;;yes;Harrison 2000: 19-25, Nichols 1992
Tuyuca;tuyu1244;V3;yes;SOV;yes;yes;yes;;Bowles 2008: 16-17, 22
Tzeltal (Petalcingo);tzel1254;nd;yes;SVO;yes;yes;yes;;Shklovsky 2005: 38
Tzutujil;cakc1244;nd;no;no dom.;no;yes;yes;no;Dayley 1985
Udihe;udih1248;V3;yes;SOV;yes;yes;;yes;Nikolaeva & Tolskaya 2001: 120-121
Udmurt;udmu1245;V3;yes;SOV;yes;yes;;yes;Havas 2008
Uduk;uduk1239;nd;no;no dom.;no;yes;yes;yes;Killian 2015: 10-11, 76-80
Ulithian;ulit1238;SVO;yes;SVO;yes;yes;yes;no;Lynch 2002: 799, 801
Ulwa;ulwa1239;V3;yes;SOV;yes;yes;yes;no;Conzemius 1929: 83-, 88, 106, Benedicto & Hale 2000
Una;unaa1239;V3;yes;SOV;yes;yes;yes;yes;Louwerse 1988: 106-111, Comrie 2005
Ungarinjin;ngar1284;OVS;no;OVS;no;yes;yes;no;Rumsley 1978: 110-118, 185
Uradhi;urad1239;V3;yes;SOV;yes;yes;;yes;Nichols 1992
Urak Lawoi';urak1238;SVO;yes;SVO;yes;no;no;no;Hogan 1999: 10, 11, 27-
Urarina;urar1246;OVS;no;OVS;no;yes;yes;;Olawsky 2002: 10, 44-48, Olawsky 2006
Urim;urim1252;SVO;yes;SVO;yes;no;no;no;Hemmilä 1987
Uru;uruu1244;V3;yes;SOV;yes;yes;yes;;Hannss 2008: 226, 229
Urubú-Kaapor;urub1250;V3;yes;SOV;yes;yes;yes;yes;Kakumasu 1986, Comrie 2005
Usan;usan1239;V3;yes;SOV;yes;yes;yes;no;Comrie 2005
Ute;utes1238;nd;no;no dom.;no;yes;;yes;Oberly 2004, Oberly 2008: 32-35, Givón 2001: 27
Uzbek;uzbe1247;V3;yes;SOV;yes;yes;;yes;Sjoberg 1997: 83-84
Vai;vaii1241;V3;yes;SOV;yes;no;no;no;Welmers 1976
Vietnamese;viet1252;SVO;yes;SVO;yes;no;no;no;Thompson 1965
Wagiman;wage1238;V3;yes;SOV;yes;yes;yes;yes;Wilson 2001, Wilson 2006
Walman;valm1241;SVO;yes;SVO;yes;yes;yes;;Brown and Dryer 2008
Wambaya;wamb1258;nd;no;no dom.;no;yes;yes;yes;Nordlinger and Bresnan 1996, Comrie 2005
Wambon;wamb1259;V3;yes;SOV;yes;yes;yes;;de Vries and de Vries-Wiersma 1992: 23
Wangkumara;ngur1261;nd;no;no dom.;no;yes;no;yes;Blake 1987, McDonald and Wurm 1979: 16, 21-24
Waorani;waor1240;V3;yes;SOV;yes;yes;yes;;Adelaar 2004: 455-456
Wappo;wapp1239;V3;yes;SOV;yes;yes;;yes;Li, Thompson and Sawyer 1977: 86, Thompson, Park and Li 2006
Warao;wara1303;V3;no;no dom.;no;yes;yes;no;Romero-Figueroa 1997
Waray (in Australia);wara1290;SVO;yes;SVO;yes;yes;yes;yes;Diller 1971: 131-135
Wardaman;ward1246;nd;no;no dom.;no;yes;yes;yes;Merlan 1994: 63-70, Comrie 2005
Warekena;guar1293;SVO;yes;SVO;yes;yes;yes;no;Aikhenvald 1998: 229, 287, 357-359
Warembori;ware1253;SVO;yes;SVO;yes;yes;yes;;Donohue 1999b
Wari';wari1268;V1;no;VOS;no;yes;yes;no;Kern 1996: 14, 25-27, Everett and Kern 1997
Warndarang;wand1263;SVO;yes;SVO;yes;yes;yes;no;Heath 1980
Warrwa;warr1258;nd;no;no dom.;no;yes;;yes;McGregor 2006
Washo;wash1253;V3;yes;SOV;yes;yes;;yes;Jacobsen 1964: 419, Peachey 2007
Watam;wata1253;V3;no;no dom.;no;yes;;yes;Foley 2005, Foley 1999
Waurá;waur1244;SVO;yes;SVO;yes;yes;yes;;Derbyshire 1986a: 493-, Richards 1977: 1-2
Wayampi;waya1270;V3;yes;SOV;yes;yes;yes;;Grenard 1980
Welsh;wels1247;V1;yes;VSO;yes;yes;yes;yes;King 1993, Borsley, Tallerman and Willis 2007
Wembawemba;wemb1241;V1;no;VOS;no;yes;;yes;Nichols 1992
Weri;weri1253;V3;yes;SOV;yes;yes;yes;;Boxwell 1990
Wichí;wich1264;SVO;yes;SVO;yes;yes;yes;no;Tovar 1981: 197-199, 219-220
