ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,WALS_code,Genus,Family,Area,Continent,Macrocontinent,Macrocontinent_SplitOldWorld,Circumpacific,Source,Source_prose
halk1245-halkomelemisland,Halkomelem (Island),North America,49.2,-123.0,halk1245,hur,hli,Central Salish,Salishan,Alaska-Oregon,W_N_America,nw,nw,yes,Gerdts1988[38-49],Gerdts 1988: 38-49
halk1245-halkomelemupriver,Halkomelem (Upriver),North America,49.25,-121.92,halk1245,hur,hlu,Central Salish,Salishan,Alaska-Oregon,W_N_America,nw,nw,yes,Gerdts1988[38-49],Gerdts 1988: 38-49
hamt1247,Hamtai,Papunesia,-7.5,146.25,hamt1247,hmt,ham,Angan,Trans-New Guinea,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,"Oates1968[26-27, 46]","Oates and Oates 1968: 26-27, 46"
hara1271,Harari,Africa,9.25,42.16667,hara1271,har,hrr,Semitic,Afro-Asiatic,Greater_Abyssinia,Africa,ow,pac,yes,Comrie1998[421],Comrie 1998: 421
hata1243,Hatam,Papunesia,-1.0,134.0,hata1243,had,hat,Hatam,West Papuan,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,"Donohue1997;Reesink2002b[4, 29]","Reesink 2002b: 4, 29, Donohue 1997"
haus1257,Hausa,Africa,12.0,7.0,haus1257,hau,hau,West Chadic,Afro-Asiatic,African_Savannah,Africa,ow,afr,no,Newman2000,Newman 2000
hdii1240,Hdi,Africa,11.86667,13.71667,hdii1240,xed,hdi,Biu-Mandara,Afro-Asiatic,African_Savannah,Africa,ow,afr,no,Frajzyngier2002,Frajzyngier and Shay 2002
hebr1245,Hebrew (Modern),Eurasia,31.5,34.83333,hebr1245,heb,heb,Semitic,Afro-Asiatic,Greater_Mesopotamia,W_&_SW_Eurasia,ow,afr,no,Coffin2005;Comrie2013,"Comrie 2005, Coffin and Bolozky 2005"
hind1269,Hindi,Eurasia,25.0,77.0,hind1269,hin,hin,Indic,Indo-European,Indic,S_&_SE_Asia,ow,eur,no,Comrie2013;Klein2007;Mohanan1990[72-118],"Klein 2007, Mohanan 1990: 72-118, Comrie 2005"
hixk1239,Hixkaryana,South America,-1.0,-59.0,hixk1239,hix,hix,Cariban,Cariban,NE_South_America,S_America,nw,nw,yes,Derbyshire1979,Derbyshire 1979
huam1250,Hmong Njua,Eurasia,28.0,105.0,huam1250,hnj,hmo,Hmong-Mien,Hmong-Mien,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Lyman1979,Lyman 1979
hopi1249,Hopi,North America,36.0,-110.0,hopi1249,hop,hop,Hopi,Uto-Aztecan,Basin_and_Plains,E_N_America,nw,nw,yes,Gronemeyer1996,Gronemeyer 1996
yaga1260,Hua,Papunesia,-6.33333,145.33333,yaga1260,ygr,hua,Eastern Highlands,Trans-New Guinea,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Haiman1980[228];Nichols1992,"Haiman 1980: 228, Nichols 1992"
hava1248,Hualapai,North America,35.5,-113.75,hava1248,yuf,hlp,Yuman,Hokan,Basin_and_Plains,E_N_America,nw,nw,yes,Watahomigie1982,"Watahomigie, Bender and Yamamoto with Mapatis, Manakaja and Powskey 1982"
huas1256,Huastec,North America,22.08333,-99.33333,huas1256,hsf,htc,Mayan,Mayan,Mesoamerica,C_America,nw,nw,yes,Edmonson1988[565-574],Edmonson 1988: 565-574
sanm1287,Huave (San Mateo del Mar),North America,16.21667,-95.0,sanm1287,huv,hve,Huavean,Huavean,Mesoamerica,C_America,nw,nw,yes,"StairsKreger1981[291, 299, 321]","Stairs Kreger and Scharfe de Stairs 1981: 291, 299, 321"
muru1274,Huitoto (Murui),South America,-1.0,-73.5,muru1274,huu,hum,Huitoto,Huitotoan,NE_South_America,S_America,nw,nw,yes,Burtch1983[145];Wise1999[320-321],"Burtch 1983: 145, Wise 1999: 320-321"
huli1244,Huli,Papunesia,-5.97,142.96,huli1244,hui,--,Engan,Trans-New Guinea,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,"Lomas1988[185-186, 188-189]","Lomas 1988: 185-186, 188-189"
hung1274,Hungarian,Eurasia,47.0,20.0,hung1274,hun,hun,Ugric,Uralic,Europe,W_&_SW_Eurasia,ow,eur,no,Comrie2013;Kiss2002;Rounds2001,"Rounds 2001, Kiss 2002, Comrie 2005"
hunz1247,Hunzib,Eurasia,42.16667,46.25,hunz1247,huz,hzb,Avar-Andic-Tsezic,Nakh-Daghestanian,Greater_Mesopotamia,W_&_SW_Eurasia,ow,eur,no,Comrie2013;vandenBerg2005,"van den Berg 2005, Comrie 2005"
hupd1244,Hup,South America,0.16667,-69.25,hupd1244,jup,hpd,Nadahup,Nadahup,NE_South_America,S_America,nw,nw,yes,Epps2008,Epps 2008
iatm1242,Iatmul,Papunesia,-4.25,143.25,iatm1242,ian,iat,Middle Sepik,Sepik,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Staalsen1972[46-48],Staalsen 1972: 46-48
iauu1242,Iau,Papunesia,-3.16667,137.5,iauu1242,tmu,iau,Lakes Plain,Lakes Plain,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Bateman1986[46],Bateman 1986: 46
icel1247,Icelandic,Eurasia,65.0,-17.0,icel1247,isl,ice,Germanic,Indo-European,Europe,W_&_SW_Eurasia,ow,eur,no,Svenonius2002,Svenonius 2002
idom1241,Idoma,Africa,6.91667,7.5,idom1241,idu,ido,Idomoid,Niger-Congo,African_Savannah,Africa,ow,afr,no,Abraham1967,Abraham 1967
idun1242,Iduna,Papunesia,-9.33333,150.25,idun1242,viv,idn,Oceanic,Austronesian,S_New_Guinea,NG_&_Oceania,pac,pac,yes,"Huckett1974[86, 75, 80-]","Huckett 1974: 86, 75, 80-"
nucl1417,Igbo,Africa,6.0,7.33333,nucl1417,ibo,igb,Igboid,Niger-Congo,African_Savannah,Africa,ow,afr,no,Comrie2013;Emenanjo1978,"Comrie 2005,Emenanjo 1978"
iged1239,Igede,Africa,7.0,8.16667,iged1239,ige,ige,Idomoid,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Bergman1981[9, 24]","Bergman 1981: 9, 24"
izon1238,Ijo (Kolokuma),Africa,4.91667,5.66667,izon1238,ijc,ijo,Ijoid,Niger-Congo,African_Savannah,Africa,ow,afr,no,Williamson1965,Williamson 1965
ikkk1242,Ik,Africa,3.75,34.16667,ikkk1242,ikx,ik,Kuliak,Nilo-Saharan,S_Africa,Africa,ow,afr,no,Konig2008b;Serzisko1989,"König 2008b, Serzisko 1989"
arhu1242,Ika,South America,10.66667,-73.75,arhu1242,arh,ika,Aruak,Chibchan,NE_South_America,S_America,nw,nw,yes,Frank1990,Frank 1990
imon1245,Imonda,Papunesia,-3.33333,141.16667,imon1245,imn,imo,Border,Border,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Comrie2013;Seiler1985[163-165],"Seiler 1985: 163-165, Comrie 2005"
suab1238,Inanwatan,Papunesia,-2.08333,132.08333,suab1238,szp,ina,South Bird's Head,Marind,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,"Vries2004[54, 27, 36, 47-48, 53-54]","de Vries 2004: 54, 27, 36, 47-48, 53-54"
indo1316,Indonesian,Papunesia,0.0,106.0,indo1316,ind,ind,Malayo-Sumbawan,Austronesian,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Sneddon1996[160-165],Sneddon 1996: 160-165
riau1236,Riau Indonesian,Papunesia,0.53333,101.45,riau1236,,,Malayo-Sumbawan,Austronesian,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Gil2008,Gil 2008
gaam1241,Ingessana,Africa,11.5,34.0,gaam1241,tbi,igs,Eastern Jebel,Nilo-Saharan,African_Savannah,Africa,ow,afr,no,Bender1989;Stirtz2006,"Bender 1989, Stirtz 2006"
ingu1240,Ingush,Eurasia,43.16667,45.08333,ingu1240,inh,ing,Nakh,Nakh-Daghestanian,Greater_Mesopotamia,W_&_SW_Eurasia,ow,eur,no,Comrie2013;Nichols1994b[95-97],"Nichols 1994b: 95-97, Comrie 2005"
iqui1243,Iquito,South America,-3.25,-74.0,iqui1243,iqu,iqu,Zaparoan,Zaparoan,NE_South_America,S_America,nw,nw,yes,"Brown2004[4, 24, 47]","Brown 2004: 4, 24, 47"
iraq1241,Iraqw,Africa,-4.0,35.5,iraq1241,irk,irq,Southern Cushitic,Afro-Asiatic,S_Africa,Africa,ow,afr,no,Comrie2013;Mous1992[238-244],"Mous 1992: 238-244, Comrie 2005"
iris1253,Irish,Eurasia,53.0,-8.0,iris1253,gle,iri,Celtic,Indo-European,Europe,W_&_SW_Eurasia,ow,eur,no,Stenson1981[35-39],Stenson 1981: 35-39
kris1246,I'saka,Papunesia,-2.83333,141.28333,kris1246,ksi,isa,Krisa,Skou,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Donohue2005a,Donohue 2005a
isir1237,Isirawa,Papunesia,-1.83333,138.5,isir1237,srl,isi,Kwerba,Kwerba,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Oguri1985[143-144],Oguri 1985: 143-144
ital1282,Italian,Eurasia,43.0,12.0,ital1282,ita,ita,Romance,Indo-European,Europe,W_&_SW_Eurasia,ow,eur,no,Posner2004,Posner 2004
itel1242,Itelmen,Eurasia,57.0,157.5,itel1242,itl,ite,Southern Chukotko-Kamchatkan,Chukotko-Kamchatkan,N_Coast_Asia,NC_Asia,ow,eur,yes,Bobaljik2002,Bobaljik and Wurmbrand 2002
iton1250,Itonama,South America,-12.83333,-64.33333,iton1250,ito,ito,Itonama,Itonama,NE_South_America,S_America,nw,nw,yes,"Crevels2002[38-40, 45-46]","Crevels 2002: 38-40, 45-46"
iwai1244,Iwaidja,Australia,-11.5,132.66667,iwai1244,ibd,iwa,Iwaidjan,Australian,N_Australia,Australia,pac,pac,yes,Evans1998,Evans 1998
izie1238,Izi,Africa,6.33333,8.0,izie1238,izi,izi,Igboid,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Meier1975[140-141, 159, 206, 208, 209, 236-237, 243]","Meier, Meier and Bendor-Samuel  1975: 140-141, 159, 206, 208, 209, 236-237, 243"
djeo1235,Jabutí,South America,-12.25,-62.25,djeo1235,jbt,jbt,Jabutí,Jabutí,NE_South_America,S_America,nw,nw,yes,Aikhenvald1999[358],Aikhenvald and Dixon 1999: 358
jeha1242,Jahai,Eurasia,5.75,101.5,jeha1242,jhi,jah,Aslian,Austro-Asiatic,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Diffloth1976;Matisoff2003a,"Diffloth 1976, Matisoff 2003a"
popt1235,Jakaltek,North America,15.66667,-91.66667,popt1235,jac,jak,Mayan,Mayan,Mesoamerica,C_America,nw,nw,yes,"Craig1977[102-, 112-]","Craig 1977: 102-, 112-"
jama1261,Jamamadi,South America,-7.5,-67.0,jama1261,jaa,jmm,Arauan,Arauan,NE_South_America,S_America,nw,nw,yes,Campbell1985a;Dixon1999[300],"Campbell 1985a, Dixon 1999: 300"
djam1255,Jaminjung,Australia,-15.08333,130.5,djam1255,djd,jam,Jaminjungan,Australian,N_Australia,Australia,pac,pac,yes,"Dixon2002;Schultze-Berndt2000[52-56, 164-173]","Schultze-Berndt 2000: 52-56, 164-173, Dixon 2002"
jams1239,Jamsay,Africa,14.41667,-2.5,jams1239,djm,jms,Dogon,Niger-Congo,African_Savannah,Africa,ow,afr,no,Heath2008a;McPherson_nd,"Heath 2008a, McPherson (p.c.), Heath 2009"
nucl1643,Japanese,Eurasia,37.0,140.0,nucl1643,jpn,jpn,Japanese,Japanese,N_Coast_Asia,NC_Asia,ow,eur,yes,Nichols1992;Sadler2002[249-253],"Sadler 2002: 249-253, Nichols 1992"
jaqa1244,Jaqaru,South America,-13.0,-76.0,jaqa1244,jqr,jaq,Aymaran,Aymaran,Andean,S_America,nw,nw,yes,Hardman2000,Hardman 2000
jara1245,Jarawa (in Andamans),Eurasia,12.0,92.58333,jara1245,anq,jrw,South Andamanese,South Andamanese,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Abbi2006[60],Abbi 2006: 60
kara1500,Javaé,South America,-10.0,-50.33333,kara1500,kpj,jva,Karajá,Macro-Ge,NE_South_America,S_America,nw,nw,yes,"RezendeMaia1998[28, 71-76]","Rezende Maia 1998: 28, 71-76"
jebe1250,Jebero,South America,-5.41667,-76.5,jebe1250,jeb,jeb,Cahuapanan,Cahuapanan,Andean,S_America,nw,nw,yes,BendorSamuel1961[37];Wise1999,"Bendor-Samuel 1961: 37, Wise 1999"
kach1280,Jingpho,Eurasia,25.41667,97.0,kach1280,kac,jng,Jingpho,Sino-Tibetan,Southeast_Asia,S_&_SE_Asia,ow,eur,no,LaPolla1994;Qingxia2003,"LaPolla 1994, Qingxia and Lon 2003"
shua1257,Jivaro,South America,-2.5,-78.0,shua1257,jiv,jiv,Jivaroan,Jivaroan,Andean,S_America,nw,nw,yes,Nichols1992,Nichols 1992
jowu1238,Jowulu,Africa,10.77,-5.48,jowu1238,jow,,Western Mande,Niger-Congo,African_Savannah,Africa,ow,afr,no,Carlson1993[24],Carlson 1993: 24
juho1239,Ju|'hoan,Africa,-19.0,21.0,juho1239,ktz,juh,Northern Khoisan,Khoisan,S_Africa,Africa,ow,afr,no,Dickens1992[21-22],Dickens 1992: 21-22
kaba1278,Kabardian,Eurasia,43.5,43.5,kaba1278,kbd,kab,Northwest Caucasian,Northwest Caucasian,Greater_Mesopotamia,W_&_SW_Eurasia,ow,eur,no,Colarusso1992[51-],Colarusso 1992: 51-
kaby1243,Kabyle,Africa,36.5,5.0,kaby1243,kab,kbl,Berber,Afro-Asiatic,N_Africa,Africa,ow,afr,no,Konig2008a[180-];Kuningas2008,"König 2008a: 180-, Kuningas 2008"
kadi1248,Kadiwéu,South America,-20.0,-57.0,kadi1248,kbc,kdw,Guaicuruan,Guaicuruan,SE_South_America,S_America,nw,nw,yes,Sandalo1995[64-],Sandalo 1995: 64-
kagf1238,Kag-Fer-Jiir-Koor-Ror-Us-Zuksun,Africa,11.53,4.84,kagf1238,gel,,Kainji,Niger-Congo,African_Savannah,Africa,ow,afr,no,Smith2007,Smith 2007
kago1247,Kagoma,Africa,9.25,8.16667,kago1247,kdm,kgm,Platoid,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Hagen1988[141, 169]","Hagen 1988: 141, 169"
kain1272,Kaingang,South America,-26.0,-52.0,kain1272,kgp,kng,Ge-Kaingang,Macro-Ge,SE_South_America,S_America,nw,nw,yes,Henry1948[198-199],Henry 1948: 198-199
kaki1249,Kaki Ae,Papunesia,-8.0,145.83333,kaki1249,tbd,kae,Tate,Eleman,S_New_Guinea,NG_&_Oceania,pac,pac,yes,Clifton1997[21],Clifton 1997: 21
kala1400,Kalapuya,North America,44.5,-123.0,kala1400,kyl,klp,Kalapuyan,Kalapuyan,Alaska-Oregon,W_N_America,nw,nw,yes,"Banks2007[8, 10, 15, 22]","Banks 2007: 8, 10, 15, 22"
limo1248,Kalinga (Limos),Papunesia,17.61,121.38,limo1248,kmk,,Central Luzon,Austronesian,Oceania,S_&_SE_Asia,ow,eur,no,"Ferreirinho1992[10-13, 57]","Ferreirinho 1992: 10-13, 57"
kalk1246,Kalkatungu,Australia,-21.0,139.5,kalk1246,ktg,kgu,Pama-Nyungan,Australian,S_Australia,Australia,pac,pac,yes,Blake1979[27],Blake 1979: 27
kalm1243,Kalmyk,Eurasia,44.0,83.0,kalm1243,xal,kmk,Mongolic,Altaic,Inner_Asia,NC_Asia,ow,eur,no,Benzing1985[32],Benzing 1985: 32
kama1351,Kamass,Eurasia,52.0,92.0,kama1351,xas,kms,Samoyedic,Uralic,Inner_Asia,NC_Asia,ow,eur,no,Donners1944[9];Havas2008;Simoncsics1998,"Havas 2008, Donners 1944: 9, Simoncsics 1998"
kamb1299,Kambera,Papunesia,-9.83333,120.16667,kamb1299,xbr,kam,Central Malayo-Polynesian,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,Klamer1998[60-63],Klamer 1998: 60-63
kamo1255,Kamoro,Papunesia,-4.33333,136.0,kamo1255,kgq,kmr,Asmat-Kamoro,Trans-New Guinea,S_New_Guinea,NG_&_Oceania,pac,pac,yes,Voorhoeve1975[371],Voorhoeve 1975: 371
kamu1258,Kamu,Australia,-13.58333,130.83333,kamu1258,xmu,kmw,Eastern Daly,Australian,N_Australia,Australia,pac,pac,yes,Dixon2002;Harvey2003a;Harvey2003b,"Dixon 2002, Harvey 2003ab"
kamu1260,Kamula,Papunesia,-7.29,142.64,kamu1260,xla,,Awin-Pare,Awin-Pare,S_New_Guinea,NG_&_Oceania,pac,pac,yes,Routamaa1994[75],Routamaa 1994: 75
khan1278,Kana,Africa,4.75,7.41667,khan1278,ogo,kan,Cross River,Niger-Congo,African_Savannah,Africa,ow,afr,no,Ikoro1996,Ikoro 1996
west2635,Kanjobal (Western),North America,15.83333,-91.83333,west2635,knj,kwe,Mayan,Mayan,Mesoamerica,C_America,nw,nw,yes,"Zavala1992[93, 253]","Zavala 1992: 93, 253"
nucl1305,Kannada,Eurasia,14.0,76.0,nucl1305,kan,knd,Southern Dravidian,Dravidian,Indic,S_&_SE_Asia,ow,eur,no,Comrie2013;Lidz2006;Sridhar1990,"Lidz 2006, Sridhar 1990, Comrie 2005"
badi1247,Kanum (Bädi),Papunesia,-8.83333,140.75,badi1247,khd,knb,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,S_New_Guinea,NG_&_Oceania,pac,pac,yes,"Boelaars1950[113, 38]","Boelaars 1950: 113, 38"
ngka1235,Kanum (Ngkâlmpw),Papunesia,-8.67,140.92,ngka1235,kcd,knp,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,S_New_Guinea,NG_&_Oceania,pac,pac,yes,"Carroll2017[70-75, 189-190]","Carroll 2017: 70-75, 189-190"
cent2050,Kanuri,Africa,12.0,13.0,cent2050,knc,knr,Western Saharan,Nilo-Saharan,African_Savannah,Africa,ow,afr,no,Comrie2013;Hutchinson1981[214-215],"Hutchinson 1985: 214-215, Hutchinson 1981: 214-215, Comrie 2005"
pamp1243,Kapampangan,Papunesia,15.33333,120.5,pamp1243,pam,kpm,Central Luzon,Austronesian,Oceania,S_&_SE_Asia,ow,eur,no,Kitano2006,Kitano 2006
kara1486,Kara (in Papua New Guinea),Papunesia,-2.833333333,151.1166667,kara1486,leu,kra,Oceanic,Austronesian,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,"Dryer2013[7, 185-186]","Dryer 2013: 7, 185-186"
sgaw1245,Karen (Sgaw),Eurasia,18.0,97.0,sgaw1245,ksw,ksg,Karen,Sino-Tibetan,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Jones1961[18],Jones 1961: 18
kari1311,Karitiâna,South America,-9.5,-64.0,kari1311,ktn,kna,Arikem,Tupian,NE_South_America,S_America,nw,nw,yes,"Storto1999[121, 158]","Storto 1999: 121, 158"
kark1258,Karkar-Yuri,Papunesia,-3.75,141.08333,kark1258,yuj,kyr,Karkar-Yuri,Karkar-Yuri,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Rigden1986a[15];Rigden1986b,"Rigden 1986a: 15, Rigden 1986b"
karo1305,Karó (Arára),South America,-10.33333,-62.0,karo1305,arr,kaa,Ramarama,Tupian,NE_South_America,S_America,nw,nw,yes,Gabos1999,Gabos 1999
karo1304,Karok,North America,41.66667,-123.0,karo1304,kyh,krk,Karok,Karok,California,W_N_America,nw,nw,yes,Bright1957[133-134],Bright 1957: 133-134
kase1253,Kasem,Africa,11.25,-1.25,kase1253,xsm,ksm,Gur,Niger-Congo,African_Savannah,Africa,ow,afr,no,Niggli2008[51],Niggli and Niggli 2008: 51
kash1277,Kashmiri,Eurasia,34.0,76.0,kash1277,kas,kas,Indic,Indo-European,Indic,S_&_SE_Asia,ow,eur,no,Nichols2001[518],Nichols 2001: 518
suoy1242,Kasong,Eurasia,12.75,102.11667,suoy1242,,ksn,Pearic,Austro-Asiatic,Southeast_Asia,S_&_SE_Asia,ow,eur,yes,Sunee2003,Sunee 2003
yong1280,"Kati (in West Papua, Indonesia)",Papunesia,-5.75,140.91667,yong1280,yon,kti,Ok,Trans-New Guinea,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Voorhoeve1975[382],Voorhoeve 1975: 382
katl1237,Katla,Africa,11.83333,29.33333,katl1237,kcr,ktl,Katla-Tima,Niger-Congo,African_Savannah,Africa,ow,afr,no,Tucker1966[267-268],Tucker and Bryan 1966: 267-268
kaur1271,Kaure,Papunesia,-3.41667,140.08333,kaur1271,bpp,kaj,Kaure,Kaure,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,"Auri1991[108, 109, 113, 115]","Auri et al. 1991: 108, 109, 113, 115"
east2342,Kayah Li (Eastern),Eurasia,19.0,97.5,east2342,eky,kyl,Karen,Sino-Tibetan,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Solnit1997[5-8],Solnit 1997: 5-8
kaya1319,Kayardild,Australia,-17.05,139.5,kaya1319,gyd,kay,Tangkic,Australian,N_Australia,Australia,pac,pac,yes,"Comrie2013;Evans1995[97-119, 136-];Evans2003a","Evans 2003a, Evans 1995: 97-119, 136-, Comrie 2005"
keii1239,Kei,Papunesia,-5.83333,132.91667,keii1239,kei,kei,Central Malayo-Polynesian,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,"Geurtjens1921[30, 35]","Geurtjens 1921: 30, 35"
kekc1242,K'ekchi,North America,16.0,-89.83333,kekc1242,kek,kek,Mayan,Mayan,Mesoamerica,C_America,nw,nw,yes,Tzul1997[89],Tzul and Cacao 1997: 89
qima1242,Kemant,Africa,12.66667,37.41667,qima1242,ahg,kem,Central Cushitic,Afro-Asiatic,Greater_Abyssinia,Africa,ow,afr,no,"Appleyard1975;Konig2008a[89, 90]","König 2008a: 89, 90, Appleyard 1975"
keoo1238,Ke'o,Papunesia,-8.83333,121.25,keoo1238,xxk,keo,Central Malayo-Polynesian,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,"Baird2002[50, 67-69]","Baird 2002: 50, 67-69"
kera1255,Kera,Africa,9.83333,15.08333,kera1255,ker,ker,East Chadic,Afro-Asiatic,African_Savannah,Africa,ow,afr,no,"Ebert1979[68-69, 83, 84, 130]","Ebert 1979: 68-69, 83, 84, 130"
kett1243,Ket,Eurasia,64.0,87.0,kett1243,ket,ket,Yeniseian,Yeniseian,Inner_Asia,NC_Asia,ow,eur,no,Vajda2004,Vajda 2004
kewa1250,Kewa,Papunesia,-6.5,143.83333,kewa1250,kew,kew,Engan,Trans-New Guinea,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Comrie2013;Franklin1971[62-63],"Franklin 1971: 62-63, Comrie 2005"
halh1238,Khalkha,Eurasia,47.0,105.0,halh1238,khk,kha,Mongolic,Altaic,Inner_Asia,NC_Asia,ow,eur,no,Comrie2013;Guntsetseng2008,"Guntsetseng 2008, Comrie 2005"
gama1251,Kham,Eurasia,28.5,82.75,gama1251,kgj,kmh,Mahakiranti,Sino-Tibetan,Indic,S_&_SE_Asia,ow,eur,no,LaPolla1994;Watters2003[688-689],"Watters 2003: 688-689, LaPolla 1994"
kham1290,Khamti,Eurasia,27.67,97.04,kham1290,kht,,Kam-Tai,Tai-Kadai,Indic,S_&_SE_Asia,ow,eur,no,Morey2002,Morey 2002
khan1273,Khanty (Eastern),Eurasia,65.0,65.0,khan1273,kca,kty,Ugric,Uralic,Inner_Asia,NC_Asia,ow,eur,no,Filchenko2007[322],Filchenko 2007: 322
khas1269,Khasi,Eurasia,25.5,92.0,khas1269,kha,khs,Khasian,Austro-Asiatic,Indic,S_&_SE_Asia,ow,eur,no,"Comrie2013;Nagaraja1985[49, 88]","Nagaraja 1985: 49, 88, Comrie 2005"
cent1989,Khmer,Eurasia,12.5,105.0,cent1989,khm,khm,Khmer,Austro-Asiatic,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Ehrman1972;Gorgoniyev1966[71];Sakamoto2005,"Gorgoniyev 1966: 71, Sakamoto 2005, Ehrman 1972"
khmu1256,Khmu',Eurasia,21.0,102.0,khmu1256,kjg,kmu,Palaung-Khmuic,Austro-Asiatic,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Premsrirat1987,Premsrirat 1987
nama1264,Khoekhoe,Africa,-25.5,18.0,nama1264,naq,kho,Central Khoisan,Khoisan,S_Africa,Africa,ow,afr,no,Comrie2013;Hagman1973,"Hagman 1977, Comrie 2005"
kili1267,Kilivila,Papunesia,-8.5,151.08333,kili1267,kij,klv,Oceanic,Austronesian,S_New_Guinea,NG_&_Oceania,pac,pac,yes,"Senft1986[30-36, 107-108]","Senft 1986: 30-36, 107-108"
kima1246,Kimaghama,Papunesia,-8.0,138.5,kima1246,kig,kim,Kolopom,Kolopom,S_New_Guinea,NG_&_Oceania,pac,pac,yes,Voorhoeve1975[365],Voorhoeve 1975: 365
kiow1266,Kiowa,North America,37.0,-99.0,kiow1266,kio,kio,Kiowa-Tanoan,Kiowa-Tanoan,Basin_and_Plains,E_N_America,nw,nw,yes,"Watkins1984[74-75, 114-117]","Watkins 1984: 74-75, 114-117"
kari1255,Kipea,South America,-10.0,-37.0,kari1255,kzw,kri,Kariri,Kariri,NE_South_America,S_America,nw,nw,yes,Larsen1984,Larsen 1984
gilb1244,Kiribati,Papunesia,1.33333,173.0,gilb1244,gil,krb,Oceanic,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,Groves1985,"Groves, Groves and Jacobs 1985"
kiri1256,Kirikiri,Papunesia,-3.0,137.16667,kiri1256,kiy,kkr,Lakes Plain,Lakes Plain,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,,Donohue (p.c.)
kiss1245,Kisi,Africa,8.83333,-10.16667,kiss1245,kqs,kis,Mel,Niger-Congo,African_Savannah,Africa,ow,afr,no,Childs1995[226],Childs 1995: 226
nort2930,Kiwai,Papunesia,-8.0,143.5,nort2930,kiw,kiw,Kiwaian,Kiwaian,S_New_Guinea,NG_&_Oceania,pac,pac,yes,"Ray1931[13-14, 24-]","Ray 1931: 13-14, 24-"
klam1254,Klamath,North America,42.5,-121.5,klam1254,kla,klm,Klamath-Modoc,Penutian,Basin_and_Plains,W_N_America,nw,nw,yes,"Barker1964[184, 235, 321-325];Mithun2001[448-451]","Barker 1964: 184, 235, 321-325, Mithun 2001: 448-451"
klao1243,Klao,Africa,4.75,-8.75,klao1243,klu,kla,Kru,Niger-Congo,African_Savannah,Africa,ow,afr,no,Marchese1986,Marchese 1986
koas1236,Koasati,North America,34.83333,-85.16667,koas1236,cku,koa,Muskogean,Muskogean,E_North_America,E_N_America,nw,nw,yes,"Comrie2013;Kimball1991[380-, 515-516]","Kimball 1991: 380-, 515-516, Comrie 2005"
kobo1249,Kobon,Papunesia,-5.16667,144.33333,kobo1249,kpw,kob,Madang,Trans-New Guinea,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Comrie2013;Davies1989,"Davies 1989, Comrie 2005"
gras1249,Koiari,Papunesia,-9.5,147.33333,gras1249,kbk,koi,Koiarian,Trans-New Guinea,S_New_Guinea,NG_&_Oceania,pac,pac,yes,"Dutton1996[18-20, 23-24]","Dutton 1996: 18-20, 23-24"
kola1242,Kolami,Eurasia,20.0,78.5,kola1242,kfb,kol,Central Dravidian,Dravidian,Indic,S_&_SE_Asia,ow,eur,no,Krishnamurti2003,Krishnamurti 2003
wers1238,Kolana,Papunesia,-8.25,125.11667,wers1238,kvw,kln,Kolana-Tanglapui,Timor-Alor-Pantar,Oceania,NG_&_Oceania,pac,pac,yes,Donohue2001;Donohue2005b[528],"Donohue 2005b: 528, Donohue 2001"
